ResponseId,,Q4_0_35_RANK,Q4_0_36_RANK,Q4_0_37_RANK,Q4_0_38_RANK,Q4_0_39_RANK,Q4_0_40_RANK,Q4_0_41_RANK,Q4_0_51_RANK,Q4_0_50_RANK,Q4_0_44_RANK,Q4_0_52_RANK,Q4_0_46_RANK,Q4_0_47_RANK,Q4_0_48_RANK,Q4_0_49_RANK,Q4_1_35_RANK,Q4_1_36_RANK,Q4_1_37_RANK,Q4_1_38_RANK,Q4_1_39_RANK,Q4_1_40_RANK,Q4_1_41_RANK,Q4_1_51_RANK,Q4_1_50_RANK,Q4_1_44_RANK,Q4_1_52_RANK,Q4_1_46_RANK,Q4_1_47_RANK,Q4_1_48_RANK,Q4_1_49_RANK,Q4_2_35_RANK,Q4_2_36_RANK,Q4_2_37_RANK,Q4_2_38_RANK,Q4_2_39_RANK,Q4_2_40_RANK,Q4_2_41_RANK,Q4_2_51_RANK,Q4_2_50_RANK,Q4_2_44_RANK,Q4_2_52_RANK,Q4_2_46_RANK,Q4_2_47_RANK,Q4_2_48_RANK,Q4_2_49_RANK,Q5_0_47_RANK,Q5_0_48_RANK,Q5_0_49_RANK,Q5_0_50_RANK,Q5_0_51_RANK,Q5_0_73_RANK,Q5_0_52_RANK,Q5_0_53_RANK,Q5_0_54_RANK,Q5_0_74_RANK,Q5_0_56_RANK,Q5_0_57_RANK,Q5_0_59_RANK,Q5_0_71_RANK,Q5_0_61_RANK,Q5_0_62_RANK,Q5_0_63_RANK,Q5_0_64_RANK,Q5_0_65_RANK,Q5_0_66_RANK,Q5_0_67_RANK,Q5_0_68_RANK,Q5_0_69_RANK,Q5_0_70_RANK,Q5_1_47_RANK,Q5_1_48_RANK,Q5_1_49_RANK,Q5_1_50_RANK,Q5_1_51_RANK,Q5_1_73_RANK,Q5_1_52_RANK,Q5_1_53_RANK,Q5_1_54_RANK,Q5_1_74_RANK,Q5_1_56_RANK,Q5_1_57_RANK,Q5_1_59_RANK,Q5_1_71_RANK,Q5_1_61_RANK,Q5_1_62_RANK,Q5_1_63_RANK,Q5_1_64_RANK,Q5_1_65_RANK,Q5_1_66_RANK,Q5_1_67_RANK,Q5_1_68_RANK,Q5_1_69_RANK,Q5_1_70_RANK,Q5_2_47_RANK,Q5_2_48_RANK,Q5_2_49_RANK,Q5_2_50_RANK,Q5_2_51_RANK,Q5_2_73_RANK,Q5_2_52_RANK,Q5_2_53_RANK,Q5_2_54_RANK,Q5_2_74_RANK,Q5_2_56_RANK,Q5_2_57_RANK,Q5_2_59_RANK,Q5_2_71_RANK,Q5_2_61_RANK,Q5_2_62_RANK,Q5_2_63_RANK,Q5_2_64_RANK,Q5_2_65_RANK,Q5_2_66_RANK,Q5_2_67_RANK,Q5_2_68_RANK,Q5_2_69_RANK,Q5_2_70_RANK,Q6_0_108_RANK,Q6_0_105_RANK,Q6_0_110_RANK,Q6_0_102_RANK,Q6_0_100_RANK,Q6_0_107_RANK,Q6_0_101_RANK,Q6_0_106_RANK,Q6_0_99_RANK,Q6_0_103_RANK,Q6_0_98_RANK,Q6_0_96_RANK,Q6_0_104_RANK,Q6_0_97_RANK,Q6_1_108_RANK,Q6_1_105_RANK,Q6_1_110_RANK,Q6_1_102_RANK,Q6_1_100_RANK,Q6_1_107_RANK,Q6_1_101_RANK,Q6_1_106_RANK,Q6_1_99_RANK,Q6_1_103_RANK,Q6_1_98_RANK,Q6_1_96_RANK,Q6_1_104_RANK,Q6_1_97_RANK,Q6_2_108_RANK,Q6_2_105_RANK,Q6_2_110_RANK,Q6_2_102_RANK,Q6_2_100_RANK,Q6_2_107_RANK,Q6_2_101_RANK,Q6_2_106_RANK,Q6_2_99_RANK,Q6_2_103_RANK,Q6_2_98_RANK,Q6_2_96_RANK,Q6_2_104_RANK,Q6_2_97_RANK
R_3ygycxxtyjx5rkp,,2,,,,,,6,,,,3,,5,1,4,,1,,,,2,,,,4,,3,,,,,,5,2,4,,,3,1,,,,,,,3,,10,,,,,,,,6,2,1,,,,4,7,5,,8,,9,,,,,3,,,1,5,6,,,,,,,2,,,,4,,,,,,,,,1,5,,,,2,,,,,3,,,,,,,,,4,4,,,,,,1,,3,2,,,,,,1,,,4,,,2,,,,,,3,,,,1,,4,,,,,3,2,,
R_5r0pFmc2zQMWKf2,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,2,1,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,1,,,,,2,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,2,1,,
R_7sWPc40uiCEbxJn,,,,5,3,1,,,2,4,,,,,,,,3,,,,2,,,,1,,4,,,,5,,,,,,4,,,,2,,6,3,1,10,,15,14,,,13,,12,,1,11,2,,,8,9,7,3,,5,6,4,,,7,,,,6,,2,,4,,,,1,5,,,,,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,1,,2,,,5,,,,3,4,,,,,3,,2,1,,,5,4,,,6,,,,,,,,,3,,,,,,2,1
R_7ZOdLMGxxO8e4lm,,,,6,4,2,,5,3,1,,,,,,,,4,,,,1,,,,3,,2,,,,3,,,,,,,,,,4,,5,2,1,,3,,1,8,2,,5,4,,,,,,,,,,,,,7,,6,9,,3,,,,,,,1,13,10,11,2,,,4,5,6,8,7,,12,,,,,,,,1,,,,,,,,3,2,,,,,,,,,,,3,2,,,,,,,,1,,,6,3,,,8,7,,2,4,,5,,,1,,,,,,,1,,,3,,,2,
R_6tezm0pgpNtwy4h,,,,1,2,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,1,2,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,3,,,,,,,,,,1,,,,,,,,2,,,,,,,2,,,1,,,,,,,,,2,,,,,,,,1,,,
R_1GLEO7BUekalBZL,,1,,,2,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,1,2,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,1,,,,,1,,,,,,,2,,,,,,,,,2,,,,,,,,1,,,,,,,1,,,,,,2,,,
R_34Da5j2hWSModqe,,,,3,4,5,,6,2,1,,,,,,,,1,,,,2,,,,3,5,,4,7,6,1,,,,,,,,,,,2,,,,1,,,,,,,,,,2,3,7,,,,4,,5,,,,6,,,,,3,,,4,2,,,,,,,5,6,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,1,,2,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,2,,,,,,,,1,,
R_31uv8I0VvFbIlA6,,,1,3,,2,,,,,,,,,,,,,,,,,,,2,3,,1,,,,,,,,,2,,,,,,,,,1,1,,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,2,,,1,2,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,2,3,,,1,,,
R_7OCSb46eUyXX1rX,,3,,,5,4,,,,,1,,,,2,,,,2,,,3,,4,5,,,1,,,,,3,,,,,4,,,,2,,1,,5,1,,3,2,,,,,12,,5,,6,,10,11,,4,13,9,8,,7,,,4,,,5,,,2,,,,1,,,,,,,,,,,,3,,,,,,3,5,,,6,,,,4,,,2,,,,,1,,,2,4,,,,1,,,5,,6,,,3,,,3,1,2,,4,,,,,,,,,,,,,,,1,,2,,4,3,
R_6cq4mWCVK9nhBA2,,,3,1,,,,,2,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,2,,,1,,,1,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,2,,1,3,,,,,,,,,,,,,,,,,,3,,2,1,,,,,,,,,2,,,3,,,1
R_6bTA1GgRF6hwNmM,,,,,1,2,,,,,,,,,,,,,,,,,,1,,2,,3,,,,,,,,,,,,,,,,,1,2,,,,,,,2,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,3,1,,,,,,,1,,,,,,,,,,,,4,,2,,,,5,,3,,6,,,,,,1,,,2,,,,,,,2,,4,,,3,,,,,1,,,,,,,3,,,,,1,,,2,,
R_134tVmp2gGJtl2q,,,3,1,2,6,,,5,4,,,,,,,1,,,,,4,,,,5,2,,3,,,,,,,,,2,,,,,1,,3,4,3,,10,,11,,,,,2,7,1,9,,,8,5,4,12,,6,,,,,2,,,,,6,,4,,,,,5,1,,,,,,,3,,,,,,5,,3,,6,,,,,,,,,,,,2,,,1,4,6,5,3,2,,1,,4,7,,,,,,,,,,3,,,,,,,,1,2,,,,,,,4,,,3,1,2,,
R_6QDVBLqJz4DeEtr,,,4,,,,1,,,,2,,,,,3,4,,,,,,2,,,,3,,1,,,,,2,4,5,,,3,1,,,,,,,4,,3,,,,,,,,,1,2,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,2,,,,3,,,1,,,5,2,,4,,,,1,,2,,,3,,,,,,,,
R_6NuemdxRhN2iIQ9,,,,2,1,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,2,,,,1,,,,,,3,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,3,2,,,,,,,,,,,,1,,,,,2,,,,,,,,1,,,2,,,,,,,,1,,,,,,,,,,2,,
R_6fH8MbS6UMpJGb7,,1,,2,4,,3,,,,,,,,,,,,,,,,,,,,,,3,2,1,,,,,,,2,1,3,5,4,6,,,,1,2,5,4,3,6,9,10,,11,,12,,,8,7,,,,,,,,,,,,,,,,,1,,7,,3,8,,,9,10,,,4,5,2,6,,,,,,,,,,,,,,,,,,,1,2,,,,,2,1,6,5,8,3,7,9,4,10,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,2,1,
R_7p8UQq6JtjwVJM1,,,1,,,,2,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,1,,,,,,,,,,,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1,,,2,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,1,,,2,,
R_7CUIYfxcQd5tL45,,,4,2,1,6,3,,,,5,,,,,,,,,,,,,3,4,,,2,,,1,4,,,,,,3,,,,1,,5,2,,1,,2,,,,3,,5,,,,7,,,,,,4,,,,6,,,,,,,,,5,,,,,,,,1,2,,,4,3,,,,,6,,,,,,,,1,,,,2,3,,,4,,,,5,,,,2,,1,,,,,3,,4,5,,6,4,,,,3,1,,2,,,,,,,,,1,,,,2,,,4,,,3,
R_35G9IaCcpT6ZI22,,,,,,,,,,,1,,,,2,3,,,,,,,,,2,,1,3,,,,,,,,,,2,3,,,,,1,,,,,,1,,,2,,,,3,,,,,,,,,,,,,,3,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,3,,,,,,,1,,,,2,,,3,,,,,,,,,,,,3,,,1,,2,3,,,,1,2,,,,,,,,
R_314KlEUa4JvqbTV,,,,5,4,1,,,2,3,,,,,,,2,,,,,,,,,,1,,3,,4,,5,,,,4,3,,,6,,1,,2,,7,,5,,,3,,1,,,6,2,14,15,,,8,,12,10,4,11,9,13,,1,,6,5,,,,4,7,,,,,2,,,3,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,1,,2,,,3,,,,5,4,,,,,,,1,,,,,,,,2,,,,6,,,4,,7,3,1,,,,2,5
R_1U8X2N99k96Kv0g,,1,,4,6,5,,3,2,,,,,,,,,3,,,,4,,,2,,,1,,,,,,,,,,,,,5,1,,4,2,3,10,,1,,,,4,,2,,,5,6,,,,8,7,3,,,,9,,,2,,,8,5,,,,1,,,,3,,,,,,7,,4,,6,,,,4,,,,2,,,3,,,,6,1,,,,,5,,,,5,,4,,,3,,1,,,2,,,,,,,2,,,,,,,,1,,,,1,,,7,,5,,6,2,,,3,4
R_3K6J4yxRTzR64vF,,,,1,2,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,1,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,2,,,,,,,,1,,,,,,,1,,,2,,,,,,,,,,,,,,,1,,,,,2
R_5jVq31XYA3J8aXG,,,,5,2,3,,,4,1,,,,,,,,1,,,,4,,,,3,,2,,,,4,,,,,,1,,,,5,,6,3,2,1,,12,8,,,,2,,,5,7,6,,,,3,10,4,,9,,11,,,2,,,8,5,,,10,4,,,,3,7,,,,,6,,1,,9,,,,,,,2,,,,,,,,,1,,,,,,,,,3,,2,,,1,,,,,,,,,,2,,,7,,3,9,6,4,8,,1,5,,,,2,,,,,,,,1,,
R_5kFWPBMp7NkLU9E,,,,,,,,3,,,,,,,2,1,,1,,,,3,,,,2,,,,,,,,1,2,3,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,3,,,1,,,,,,,,,,2,,,,3,,,,,,,,,,,,2,,,,,,,,,,1,,,,,1,,,,,,,,2,,,,,,,,1,,,,,2,,,,,,,,2,,,1,,,,,,
R_5Dj2Ab8zn5SOupg,,,,2,1,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,1,,,3,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,2,,,,,1,,,,,,,,2,,,1,,,,,,
R_7IsdzXWBXQYqus5,,4,,,,,,,,,,5,,1,3,2,,,1,3,6,,5,2,4,,,,,,,,3,,,,4,,,,2,,1,,,,13,14,2,8,12,6,7,5,9,11,,,3,,,,,10,4,,,,1,,,,,,,,,,,,4,2,,1,3,6,,,,5,7,,,8,,,,,,,,,,,,,,,,,2,,,,,1,,,3,,1,2,,,,,4,,,,,,,,,,,,1,2,,4,,3,,,,2,,,3,4,,,,,5,,6,1
R_3R2BorkwvNzoik7,,,3,,,,,,,,2,,1,,,,2,,,,,,,,,,1,,,,,,,,,,,2,,,,,,4,3,1,,2,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,3,,,,,,,,,,1,,,,,,1,,,,,,,,,5,,4,,,2,3,,,,,,,,,,,2,,,1,,,,,,,,,,2,,,,,,,3,1,,,,,,,,,2,,,,,,,1
R_6cUNDbAGA56U71E,,2,3,,,,4,1,,,,,,,,,,,1,3,4,,,,2,,,,,,,,,,,,,,2,,3,1,5,6,7,4,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,2,,1,,,
R_5JjDUe8iinseKsh,,,,2,1,3,,,,,,,,,,,1,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,2,,,,,3,,,,,,,,1,,,2,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,1,,,,,,,,,,,,,,,,,2,,1,,,,,,,1,,,,,,,,,,2
R_52F6uzpbYRkSdsl,,,,5,1,4,,3,2,,,,,,,,,4,,,,5,,,2,1,,3,,,,5,,,,,,,,,,1,,3,4,2,9,2,,,1,5,,,10,3,,,,8,,7,,14,13,12,11,4,6,,,,1,,,,5,3,,,,,2,,4,,,,,,,,,,,,,1,,,,,,,3,5,,,,,2,,,,,,,4,2,,7,6,,4,,,,1,3,5,,,,,,,,,1,,,,,,2,,,5,,,4,,,1,3,,,,,2
R_3Kmdm03owlu2rKZ,,,,1,2,3,,,5,4,,,,,,,1,,,,,,,,,6,5,4,3,,2,,2,,,,1,,,,,,,,,,3,,2,,,,,6,11,,8,9,5,,,,10,7,4,,12,,1,,,,,3,6,1,,,,,,,,,5,,,,,2,,,,4,,,,,,,2,,,,,,,,,1,,,,,,,,,,3,,9,6,8,,1,4,10,5,2,,7,,,2,,,,,,,,,,1,,2,,,,,,1,,,,,,,
R_5At17TxeoqH1ffX,,,4,1,5,,,,,2,,,3,,,,3,,,,4,,2,,,1,6,,,5,,,,,,,1,,2,,,,,3,,4,1,6,4,8,5,,7,2,,9,10,,3,,,,,,11,,,,12,,,,,,,10,,,2,,,7,,6,9,3,8,,,5,4,,,1,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,1,,2,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,2,1,
R_7KDx0zbVtukKUy1,,,,1,,2,3,,,4,,,,,,,,,,,,,,,,,,1,2,,,,,,1,,,,2,,,,,,3,,2,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,3,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,2,2,,,,3,,5,,,4,,1,,,,,1,2,,,,,4,,3,,,5,,1,,,,3,,4,,,,,2,
R_5SvirdzXO7xsmoy,,2,,,,,,,,1,,3,,5,4,6,,1,,,,4,,,,3,,2,,,,,,3,5,4,,1,2,,,,,,,,12,13,,,,,11,8,,,10,9,7,5,,6,,,4,,3,1,2,,,,1,4,,,,,5,7,,,,,8,,3,2,,6,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,1,1,,3,,,2,,,,,,,,,,8,,,4,,,7,6,1,5,9,2,3,,,,1,,,2,,,,,,,
R_7I5z2Qdjy5zZgrf,,,4,2,3,5,,,,1,,,,,,,5,,,,,4,6,3,,2,1,,,,,,,,,,,,,,,,,2,,1,1,,4,,2,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,,4,,1,2,,2,,,,4,1,,,,,3,,,,,,,,,,4,3,,1,,,2,,,,,1,,,,,,,,2,
R_5UzmT9Y6C0yfIUp,,2,,,,,,1,,,,6,,3,5,4,,4,,,,3,,,,1,,2,,,,,,1,2,3,,,5,4,,,,,,,,,,,1,3,,5,6,4,,,,7,,,,,,,,2,,8,,5,,3,,,7,,,,6,,,,1,4,,,,,2,,,,2,,1,,,,,,,,,3,4,,,,8,9,6,7,,,5,,1,,5,,,2,,,,3,4,,,,,3,,2,6,,,4,1,,,5,,,,,,,,,1,,,,,,3,2
R_7d5n36izntGRChP,,1,,,,,2,,,,,,3,,,,,1,,,2,,,4,,3,,,,,,,,6,5,,,4,,2,,3,,8,7,1,,,,,3,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,3,,,,1,,,,,,,,,,2,,,,,,3,,,,,,,,,3,,1,,2,,,,,,,,,,,,,,,,1,2,,3,,,,2,,,,1,,,,,,,,,3
R_60I72GupNNOd0MC,,,,1,2,,,,,,,,,,,,,,,,,,,,,2,,,,,1,1,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,1,,,,,2,,,,,,,2,,,,,,,,1,,,,,,,2,,,1,,,,,,
R_17nmzd7ekZTpu8h,,1,,,,,2,,,3,,,4,,,,,,,1,,,,4,,3,2,,,,,,,,,,,4,,,,,,3,2,1,,1,,,2,,,3,,,,4,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,3,,,4,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4,2,1,,,,2,,,3,4,,,,,,,,,,,,4,,,,,1,2,3,,,3,2,,4,,,,1,,,,
R_6f1cmduh6LPdqKT,,,4,2,3,5,,,,,,,,,1,,,,,,,,,,,,,3,2,,1,,,,,,,2,3,,4,1,,,,,2,,4,,1,,3,,,,,,,,,,,,,,,,,,,,,4,,,,3,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,1,,2,,3,4,1,,,2,4,,,,3,,,,,,,,,,,,,3,,,,1,2,4,,,,,,3,4,,,1,2,,,
R_1Ld3Tv8ovBid7TH,,,,,1,2,,,,,,,,,,,2,,,,,,,1,,,,,,,,,2,,,,,,,,1,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,2,,,,,1,,2,,1,,,,,,,,,,,,,,,2,1,,,,,,,,
R_3n1G1aW7UCQ0JXw,,,,1,3,5,,,,4,,,2,,,,,3,,,,2,,4,,5,,,,1,,2,,,,,,3,,,,4,,5,,1,1,,,,,,,,3,,,,4,,,,,,2,,,,,,,2,,,1,6,,,,3,,,,7,,,,8,,,,4,,5,,,,,,,,,,,2,,,,1,4,6,,,,5,,3,,1,,2,,,4,,,,,3,,,,,1,,,,,2,,,4,,,5,3,,,,1,2,,,3,4,,,5,,
R_6ux4nxBCw5Q9E2T,,,1,2,,,4,,3,,,,,,,,6,,,1,5,,,,7,,2,,3,,4,,,,,,,2,,,3,,4,,1,,4,,6,,,,,,1,,,3,2,,,,5,,,,,,,,,3,,10,8,9,5,,,4,,,,11,,,,2,6,,,7,1,,,,,,,,,1,,,2,,,,7,6,,,,4,3,,,5,1,2,,3,,,5,,,,,,,4,,,4,,3,6,,5,2,1,,,,,,,,,,,,,,,2,3,1,
R_7IZjacJ9TYqM0TC,,,,1,2,3,,,,,,,,,,,,1,,,,3,,,,2,,,,,,3,,,,,,,1,,,,,,,2,1,,,,,,,,3,,,,2,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,3,,,,,,3,,,,,,,,,,,,,,,,2,,,,1,,,,2,,1,,,3,,,,,,,,,,1,,,,,,3,,2,,,,,,,,3,,,1,,2,,,4
R_31txccqM3gl0yvt,,,,4,1,2,,,5,3,,,,,,,2,,,,,,3,,,,1,,5,4,6,,3,,,,1,,,,2,,4,,,,,,7,6,,,,1,5,,4,,,8,3,,,2,,,,,,,,3,,,,1,,,,4,,,,,,,,,,,,2,,,,,,,,,,,,,,5,3,,,7,6,,8,,1,,2,4,,,,2,,,,,,,,1,,,,,,,2,,,1,,,,,,,,,,,,2,,,,,1,,,
R_5c7JkDQVCt5BUcN,,,,1,2,3,,,4,,,,,,,,2,1,,,,,,,,3,,4,,,,,,,,,,,,,,,,3,2,1,2,,4,,,,,,7,,,3,1,,,,5,,,,,,6,,,4,,,,,,,,,3,,,,,,,,,,1,2,,,,,,,3,,,,,,,,,,2,,,1,,,,,,,,,4,,3,,,1,,2,,,,,,2,,,,,1,,4,,,,,3,1,,,3,,2,,,,,4,5,,
R_79hw4NOar2eANz3,,1,,6,5,3,,,7,4,,2,,,,,,3,,,,2,,,,1,,4,,,,,,,,,,1,,,,,,2,4,3,,,,,1,2,,,,3,,,,,,,,,,,,4,,,,2,,11,,,10,7,,,6,,,3,9,8,,,,5,4,,,1,9,,4,,,,,,5,,,3,6,,,,1,2,7,,,,8,,,,,2,,3,,,,,,1,,,5,6,3,,1,,,8,7,,2,,,4,,,,,,,3,,,2,,,1,
R_7OkpuUNen8YqJpg,,2,,,,,,,,,,5,,1,4,3,,,5,1,3,,2,4,6,,,,,,,,2,,,,3,,,,1,,4,,,,7,1,6,5,,,3,13,2,4,,10,14,,,8,11,15,9,,,,12,,,,,,4,,,,,,2,,,5,6,,,,,,3,1,,7,,,,,,2,,,,,,,,,,,,,,1,,,,,5,,,7,1,2,,6,,,4,3,,,,1,,,,,2,,3,,,,,4,,,2,,,,,,,1,,,3,
R_500kMr4MFT2n5vY,,,,3,1,2,,,,,,,,,,,,2,,,,1,,,,3,,,,,,2,,,,,,,,,,,,,,1,1,,,,,,,,2,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,2,3,,,,,,,,,,,1,,,2,,,,,,,,,,1,,,,,,,,2,,,,,,,,1,,,,,2,,,
R_7uwGkI5zOMABoaW,,9,3,1,2,8,7,6,,,4,,,5,,,,,,,,,,2,,,,,,3,1,,,,,,,,,1,,3,2,,,,2,,,,,,5,,,,1,,3,,,,,,4,,,,,,,,,,,,,,,3,,1,,,,,,2,,,,,,,,,,3,,,,,,,,,,,,,,,,,,2,,1,1,,,,,2,,3,,,,,,,,,,2,,,,,,,,1,,,,,,,1,,,,2,,3,,,
R_31j5kXzQz9fROmY,,,,1,2,4,,,,3,,,,,,,1,,,,,,6,7,,,5,,4,2,3,,3,,,,4,,,,2,,1,,,,2,,,,,,,,4,,,,1,,,,,,3,,,,,,,,1,,,,,,,,,5,,3,,,4,2,,,,,,,,,,,,,,3,,,4,,,,2,,,,,,1,,,,,8,,,7,4,,2,5,,3,,6,1,,,,2,,,,,,,,1,,,4,,3,,,,2,,,1,,,,
R_1KVnkeHHy0Yx5uU,,,1,,,,3,,,,2,,,,,,,,5,4,1,,,2,,,,3,,,,7,,,,,,6,,4,,3,,1,2,5,,,,,4,1,,,,,,,,,2,,,,,,,,,3,,,,,,,,2,,,1,,,,,,,,,,3,,,,,,,,,,,,,,,4,,3,,,1,2,,,,,,,,,,,4,,,3,1,,2,,,,,,,1,,,,,,,,2,,,1,,2,,,3,,,,,,,,
R_17ogm9SSEUFMrJv,,,1,,,,,,,,2,,,,,,,,,,2,1,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,2,,,,1,,2,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,1,,,,,2,,,
R_3OoxiMUGjOxRy7u,,,,4,3,1,,,,2,,,,,,,,1,,,,2,4,,,3,,,,,,4,,,,,,,,,,3,2,5,6,1,14,,2,5,,,4,,1,,12,10,3,15,,8,13,9,6,,11,,7,,,2,,,5,4,,7,,6,,,,,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,1,1,,5,,,2,,,,3,4,,,,,2,,4,6,,,1,5,,,,,3,,,,,,,2,,,,,3,1,
R_5Tf63I0PG5qekUh,,3,,,,,,,,,2,,,5,4,1,,,4,6,3,,2,1,5,,,,,,,,4,,,,2,,,,,1,3,,,,1,3,,,,,11,,,,,5,7,,6,,9,,4,,,2,8,10,,,3,6,,,,5,2,7,9,,,,,1,,10,,4,8,,,,,,,,2,1,,,,,,,,3,,,,,,,,,,,,,,1,2,,3,5,4,,,,,6,,2,3,,,,,,,,1,4,,,3,,,,,2,,,,1,,,4,
R_3O7VfC4cuuoBdaR,,,,1,5,4,,,3,2,,,,,,,,2,,,,4,1,,,3,,5,,,,1,,,,,,,,,,2,,3,4,5,3,1,4,6,2,7,8,5,,,,,,,,,,,,,,9,,,,,,,,,,,7,1,5,4,2,6,,,,,,3,,,,,,,,,,,,,,,,,,,1,5,2,6,4,,3,,7,8,,,,,,3,4,,,,2,1,,,3,,,2,1,,,,4,,,,,,,1,3,,,,,5,,4,,,2,6
R_6PAOiLkmtwtFnjT,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,1,,,2,2,,,,,1,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,2,,,1,,2,,,,,,,,,,,,,1,,,,,,,2,,,,,
