duration,responseId,Q4_0_GROUP,Q4_1_GROUP,Q4_2_GROUP,Q5_0_GROUP,Q5_1_GROUP,Q5_2_GROUP,Q6_0_GROUP,Q6_1_GROUP,Q6_2_GROUP,angryorchard,bacardi,budweiser,coors,corona,crownroyal,highnoon,newbelgium,odells,smirnoff,scrumpys,titos,topochico,truly,whiteclaw,benjerry,coke,campbell,chocolove,generalmills,hershey,impossible,kellogg,kraft,larabar,nestle,pepsico,pueblochiles,tyson,burgerking,chickfila,chipotle,crackerbarrel,denverbiscuit,dominos,firehouse,fiveguys,illegalpete,jimmyjohns,kfc,mcdonalds,musiccity,panera,papajohns,popeyes,raisingcanes,sonic,starbucks,subway,sweetgreen,tacobell,wafflehouse,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q17_4_TEXT,Q18,Q18_4_TEXT,Q19_1,Q21_1,Q21_2,Q21_3,Q21_4,Q23_1,Q23_2,Q23_3,Q23_4,Q_TotalDuration,Race
462,R_1sB7Cb5RNaIIh7f,"Topo Chico Seltzer,Truly","Budweiser,Coors Light","Angry Orchard,Scrumpys Cider","Firehouse Subs,Jimmy John's","Burger King,Mcdonald's","Popeyes,Raising Cane's Chicken Fingers","Nestle,Chocolove","Kraft,Tyson","General Mills,Kellogg",4,3,2,2,4,3,3,2,1,1,2,3,1,1,5,4,2,4,1,4,1,2,4,4,1,2,2,2,4,4,3,2,,1,3,4,4,2,4,4,4,2,2,3,5,5,4,4,4,2,4,4,6,6,6,6,6,No,"White or Caucasian,Black or African American","Some college, but no degree","$50,000-$74,999",80012,18-24 years old,Female,,Democrat,,2,1,1,1,5,5,5,1,1,462,W
370,R_7nirk3wIK0Wsn2v,"Budweiser,Bacardi,Angry Orchard,Coors Light,Corona","Smirnoff,Odells,Titos,Crown Royal,New Belgium","High Noon,Truly,White Claw,Scrumpys Cider,Topo Chico Seltzer","Burger King,CAVA,KFC,Popeyes,Chick-fil-A,Music City Hot Chicken,Domino's,Cracker Barrel,Five Guys Burgers and Fries,Denver Biscuit Co,Firehouse Subs,Jimmy John's,Chipotle,Illegal Pete's","Subway,Mcdonald's,Raising Cane's Chicken Fingers,Starbucks,Sonic Drive-In,Panera Bread,Papa John's","Waffle House,Sweetgreen,Taco Bell","Campbell,Chocolove,Kellogg,Coca-Cola","Impossible Burger,Hershey,Ben & Jerry's,Kraft,Larabar","General Mills,Tyson,Nestle,Pepsico,Pueblo Chiles",4,2,5,5,4,1,2,4,5,4,4,2,2,1,3,4,2,2,2,2,2,4,4,4,,5,2,,4,1,4,2,5,1,1,5,4,4,4,2,1,2,1,4,4,4,5,3,2,2,,1,6,3,6,6,6,No,Black or African American,"Some college, but no degree","$25,000-$49,999",80239,18-24 years old,Male,,Independent,,6,2,4,2,5,4,5,2,4,370,B
486,R_5mC3hiBK7MIQptT,"Bacardi,Crown Royal","Budweiser,Corona","Scrumpys Cider,Topo Chico Seltzer","Burger King,Mcdonald's","Subway,Firehouse Subs","KFC,Raising Cane's Chicken Fingers","Pepsico,Coca-Cola","Kellogg,General Mills","Chocolove,Nestle,Hershey",1,4,4,2,5,5,1,1,1,2,1,1,1,1,1,5,5,2,1,3,4,2,4,2,1,3,3,1,3,4,2,5,3,1,2,2,1,1,1,3,4,1,1,2,3,2,4,5,2,1,5,4,6,5,5,3,3,Yes,American Indian/Native American or Alaska Native,High school diploma or GED,"$25,000-$49,999",80916,35-44 years old,Male,,Democrat,,5,4,4,3,3,2,1,2,1,486,H
561,R_5h3LB3DVoK0z8jv,"Bacardi,Crown Royal,Corona,New Belgium","Budweiser,Coors Light,High Noon,Titos","Smirnoff,White Claw,Topo Chico Seltzer,Truly,Scrumpys Cider,Angry Orchard","Burger King,Mcdonald's,Five Guys Burgers and Fries","Music City Hot Chicken,Raising Cane's Chicken Fingers,Popeyes,KFC","Jimmy John's,Subway,Firehouse Subs","Hershey,Nestle,Chocolove","Kellogg,General Mills","Coca-Cola,Pepsico",3,4,4,3,4,5,2,2,2,4,2,2,2,2,3,3,4,4,3,4,5,2,4,4,2,4,3,3,4,5,3,3,2,1,5,4,3,2,4,3,4,1,3,3,3,3,3,2,4,2,4,3,4,6,6,5,6,No,Black or African American,"Some college, but no degree","Less than $25,000",80917,35-44 years old,Female,,Democrat,,3,1,1,1,5,4,4,1,1,561,B
1456,R_317IMZPI4UBgBAQ,"Budweiser,New Belgium,Corona,High Noon,Coors Light","Scrumpys Cider,Topo Chico Seltzer,Truly,White Claw,Angry Orchard","Crown Royal,Bacardi,Smirnoff,Titos","Popeyes,Burger King,KFC,Taco Bell,Mcdonald's,Sonic Drive-In,Chick-fil-A,Domino's","Chipotle,Panera Bread,Raising Cane's Chicken Fingers,Firehouse Subs,Starbucks,Sweetgreen,Waffle House,Five Guys Burgers and Fries","Subway,Jimmy John's,Papa John's","Coca-Cola,Pueblo Chiles,Pepsico,Impossible Burger","Campbell,Tyson,General Mills,Kellogg,Kraft","Chocolove,Nestle,Hershey,Ben & Jerry's",1,1,1,1,1,3,1,1,1,2,1,2,1,1,2,4,2,2,2,2,4,2,2,2,1,2,2,2,2,1,1,1,1,,2,1,2,2,2,2,2,,2,2,2,2,2,2,1,2,2,4,6,5,6,7,7,No,American Indian/Native American or Alaska Native,Associates or technical degree,"$25,000-$49,999",80139,45-54 years old,Male,,Independent,,2,1,1,1,4,5,5,5,1,1456,NativeorOther
702,R_5VyciyYGmPhjMBQ,"Budweiser,Coors Light,Corona","Smirnoff,White Claw,Topo Chico Seltzer","Crown Royal,High Noon,Bacardi","Taco Bell,Burger King,Mcdonald's,Sonic Drive-In,Chick-fil-A","Popeyes,Raising Cane's Chicken Fingers,KFC","Panera Bread,Jimmy John's,Firehouse Subs,Subway","Kraft,General Mills,Pepsico,Coca-Cola,Kellogg","Ben & Jerry's,Chocolove,Nestle,Hershey","Tyson,Campbell,Impossible Burger",,4,4,4,4,5,,,,5,,5,,,5,5,5,,,5,5,,5,5,,5,5,,5,2,1,5,2,5,4,,1,,5,,1,3,4,5,5,5,5,5,1,1,4,1,5,5,5,5,5,Yes,White or Caucasian,Associates or technical degree,"$50,000-$74,999",80269,25-34 years old,Female,,Democrat,,1,2,1,1,2,5,5,1,1,702,H
501,R_6CZQjuCTMsdCIOl,"Budweiser,Corona,Coors Light,New Belgium,Angry Orchard,Scrumpys Cider","Titos,Crown Royal,Odells,Truly,High Noon,Bacardi","Smirnoff,Topo Chico Seltzer,White Claw","Burger King,Chick-fil-A,Jimmy John's,Subway,Taco Bell,Popeyes,Sonic Drive-In,KFC,Mcdonald's","Domino's,CAVA,Sweetgreen,Papa John's,Chipotle,Music City Hot Chicken,Starbucks,Waffle House,Firehouse Subs,Five Guys Burgers and Fries","Denver Biscuit Co,Illegal Pete's,Cracker Barrel,Panera Bread,Raising Cane's Chicken Fingers","Impossible Burger,Tyson,Chocolove,Ben & Jerry's","Campbell,General Mills,Hershey,Coca-Cola,Nestle,Pepsico,Kellogg,Kraft","Larabar,Pueblo Chiles",4,4,2,2,2,4,4,4,4,2,4,4,2,2,2,4,2,2,4,2,2,2,2,2,4,2,2,4,2,2,2,4,2,4,2,4,3,4,3,2,2,3,3,2,3,3,3,3,3,3,2,3,7,6,6,6,6,Yes,"White or Caucasian,American Indian/Native American or Alaska Native,Other","Some college, but no degree","$75,000-$99,999",80219,45-54 years old,Male,,Independent,,4,3,3,3,1,3,3,1,1,501,H
810,R_3zbQKFA1Q0Li981,"Titos,Bacardi,Smirnoff","Angry Orchard,Scrumpys Cider","Budweiser,Coors Light,Corona","Papa John's,Domino's","Firehouse Subs,Subway,Jimmy John's","KFC,Raising Cane's Chicken Fingers,Music City Hot Chicken,Chick-fil-A","Coca-Cola,Pepsico","General Mills,Kellogg","Hershey,Nestle,Chocolove",1,3,,2,2,4,,2,2,4,1,1,,,,5,4,5,2,4,5,1,4,5,1,4,4,5,5,,2,5,1,,2,1,1,4,1,3,2,,1,1,4,,4,2,2,2,4,5,6,6,6,6,6,No,Asian,"Some college, but no degree","$25,000-$49,999",80203,35-44 years old,Female,,Independent,,1,1,1,1,5,5,5,1,1,810,AsianorPAC
511,R_5jrWZq7oeze4HLE,"Budweiser,Coors Light","Crown Royal,Bacardi","White Claw,Topo Chico Seltzer","Illegal Pete's,Chipotle","Chick-fil-A,Raising Cane's Chicken Fingers","Firehouse Subs,Subway","Nestle,Chocolove","Coca-Cola,Pepsico","General Mills,Kellogg",2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,2,3,3,3,2,3,6,5,5,5,5,No,Black or African American,Bachelor’s degree,"$25,000-$49,999",80249,55-64 years old,Female,,Democrat,,4,3,3,3,3,4,3,3,3,511,B
467,R_5f3VTkAEZm9GGpk,"Budweiser,Coors Light,Corona","Smirnoff,White Claw,Topo Chico Seltzer","Crown Royal,Bacardi","Burger King,Chick-fil-A,Mcdonald's,KFC,Chipotle","Five Guys Burgers and Fries,Starbucks","Papa John's,Domino's","Ben & Jerry's,Nestle","General Mills,Kellogg","Coca-Cola,Pepsico",1,2,1,1,1,4,1,1,1,5,1,1,1,1,1,2,,,1,,4,1,4,4,1,4,4,,4,,,,4,1,,2,4,1,,1,1,,1,,,1,2,4,4,1,4,1,3,2,1,2,3,No,American Indian/Native American or Alaska Native,High school diploma or GED,"Less than $25,000",81004,35-44 years old,Female,,No preference,,4,1,1,1,1,1,1,1,1,467,NativeorOther
386,R_1Qo0F7jjGI3Sxvg,"Angry Orchard,New Belgium,Smirnoff,White Claw,Corona,Coors Light,Budweiser","Titos,Bacardi,Truly,Crown Royal,High Noon,Scrumpys Cider","Odells,Topo Chico Seltzer","Burger King,Five Guys Burgers and Fries,Subway,Mcdonald's,Popeyes,Starbucks,Taco Bell,Sonic Drive-In,Papa John's,Panera Bread,Jimmy John's,KFC,Firehouse Subs,Domino's,Chick-fil-A","Sweetgreen,Waffle House","Chipotle,Raising Cane's Chicken Fingers","Ben & Jerry's,Campbell,Coca-Cola","Hershey,Kraft","Kellogg,Pueblo Chiles",5,5,5,1,5,5,1,5,5,5,1,3,3,3,3,5,5,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,3,1,3,3,3,3,,5,,1,3,3,3,3,3,3,3,,3,3,7,7,7,7,7,No,"White or Caucasian,Black or African American",High school diploma or GED,"$50,000-$74,999",80903,25-34 years old,Non-binary / third gender,,Independent,,4,1,3,3,3,5,5,1,1,386,W
339,R_5wMn5LAnDRgLmlK,"Budweiser,Coors Light","Smirnoff,Bacardi","White Claw,Truly","Burger King,Mcdonald's","Popeyes,KFC","Chipotle,Illegal Pete's","Coca-Cola,Pepsico","Kellogg,General Mills","Kraft,Tyson",2,4,5,5,4,,,3,,,,,,,,,5,,,,,,5,4,,,5,,4,4,,5,,,,4,,5,,,5,,,,,,,,,,,3,6,6,5,6,6,No,Asian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","Less than $25,000",80602,55-64 years old,Male,,Democrat,,4,2,1,2,4,4,5,1,1,339,AsianorPAC
542,R_3abqfvKgxWfDJMQ,"Budweiser,Crown Royal","New Belgium,Smirnoff","White Claw,Topo Chico Seltzer","Burger King,Chick-fil-A","Domino's,Jimmy John's","Sonic Drive-In,Mcdonald's","Coca-Cola,General Mills","Kellogg,Nestle","Pueblo Chiles,Tyson",1,1,5,1,4,5,1,5,1,1,1,1,1,1,1,1,5,1,1,5,5,1,5,5,1,5,5,5,1,5,1,1,1,,5,1,1,1,1,5,5,,1,1,5,1,5,1,5,1,5,1,2,6,7,1,7,No,American Indian/Native American or Alaska Native,High school diploma or GED,"$25,000-$49,999",81001,45-54 years old,Male,,Independent,,1,5,2,1,1,5,4,1,1,542,NativeorOther
1128,R_3CJBtfxAgWLUcaU,"Crown Royal,Smirnoff,Bacardi","Budweiser,Coors Light,Corona","Topo Chico Seltzer,Truly","Mcdonald's,Burger King,Five Guys Burgers and Fries","KFC,Popeyes,Chick-fil-A","Domino's,Papa John's","General Mills,Kellogg","Nestle,Hershey","Coca-Cola,Pepsico",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,3,3,3,No,Black or African American,Bachelor’s degree,"$75,000-$99,999",80015,45-54 years old,Female,,Independent,,4,1,2,4,4,1,3,1,3,1128,B
1105,R_1w024sNddmWREcP,"Crown Royal,Angry Orchard","White Claw,Smirnoff","Truly,Corona","Chick-fil-A,Domino's,Chipotle","Raising Cane's Chicken Fingers,Popeyes,Taco Bell","Burger King,KFC,Sonic Drive-In","Coca-Cola,Kraft,Pepsico,General Mills","Campbell,Tyson,Ben & Jerry's,Hershey","Kellogg,Pueblo Chiles,Nestle",4,3,3,4,4,5,3,2,3,4,3,3,3,4,4,4,4,4,,4,4,4,4,4,3,4,4,4,4,4,5,5,2,4,4,5,4,3,4,4,3,3,4,3,4,5,4,4,3,3,3,3,6,7,7,6,7,Yes,Black or African American,Bachelor’s degree,"$100,000-$149,999",80817,25-34 years old,Female,,No preference,,3,3,4,5,3,1,1,2,5,1105,H
518,R_1EhL8lNH0zJV4mv,"High Noon,Topo Chico Seltzer,White Claw,Truly","Scrumpys Cider,Angry Orchard","Corona,Budweiser,New Belgium","KFC,Raising Cane's Chicken Fingers,Popeyes","Waffle House,Cracker Barrel,Denver Biscuit Co","Firehouse Subs,Subway,Jimmy John's","Kellogg,General Mills","Campbell,Kraft","Chocolove,Nestle,Ben & Jerry's",4,2,4,4,4,4,4,3,4,4,4,4,5,5,5,4,2,3,5,3,3,4,4,3,4,3,2,5,2,3,4,4,4,4,3,3,4,4,4,2,2,3,3,4,2,2,3,4,3,5,2,3,6,6,6,6,6,Yes,Black or African American,Associates or technical degree,"$25,000-$49,999",80223,35-44 years old,Female,,Independent,,3,2,2,1,3,2,4,2,1,518,H
2793,R_62bUUA2ORHKv9OD,"Topo Chico Seltzer,Scrumpys Cider,Angry Orchard","Smirnoff,Crown Royal,Budweiser,Corona,Odells,Coors Light","High Noon,Bacardi,New Belgium,Truly,Titos,White Claw","Firehouse Subs,Domino's,Burger King,Five Guys Burgers and Fries,Mcdonald's,KFC,Papa John's,Popeyes,Chick-fil-A,Panera Bread,Taco Bell,Jimmy John's","Sweetgreen,CAVA,Music City Hot Chicken,Denver Biscuit Co,Raising Cane's Chicken Fingers,Cracker Barrel,Chipotle","Illegal Pete's,Subway,Sonic Drive-In,Starbucks,Waffle House","Chocolove,Coca-Cola,Pepsico","Campbell,Nestle,Ben & Jerry's,Kraft,Hershey,General Mills,Kellogg","Pueblo Chiles,Larabar,Impossible Burger,Tyson",2,2,4,4,4,4,4,4,2,4,2,2,2,2,2,4,5,5,4,5,4,3,4,5,2,4,2,2,4,5,5,2,,3,3,5,4,2,4,5,4,3,4,4,5,3,,,4,,,,5,3,4,3,3,No,Asian,High school diploma or GED,"Less than $25,000",80221,45-54 years old,Female,,Independent,,4,2,2,2,2,2,2,3,3,2793,AsianorPAC
423,R_16FukoAz6yuDx2p,"Corona,Truly","Topo Chico Seltzer,White Claw","Crown Royal,Smirnoff","Five Guys Burgers and Fries,Burger King,Mcdonald's","Papa John's,Domino's","Raising Cane's Chicken Fingers,Chick-fil-A","Coca-Cola,Pepsico","General Mills,Kellogg","Hershey,Chocolove,Nestle",5,2,3,2,4,3,1,1,1,1,1,1,3,4,4,4,4,,,4,5,,4,,,3,4,,,3,4,,,,,,,,,,4,,,,,3,4,3,,,,,5,3,3,3,3,Yes,Other,Associates or technical degree,"$100,000-$149,999",80239,25-34 years old,Male,,Republican,,5,2,2,3,3,4,5,1,1,423,H
337,R_3QDDDsAzwHD4Kli,"Budweiser,Coors Light,Corona","Bacardi,Smirnoff,Titos","Angry Orchard,Topo Chico Seltzer,White Claw","Chick-fil-A,Burger King,Mcdonald's","Papa John's,Domino's","KFC,Music City Hot Chicken,Popeyes","Ben & Jerry's,Chocolove,Hershey","Coca-Cola,Pepsico","General Mills,Kellogg",1,1,1,1,1,4,1,4,1,1,1,4,1,4,4,4,3,4,2,2,2,2,2,2,2,2,2,2,2,4,1,4,4,3,4,,2,4,2,2,2,3,2,3,2,2,4,2,,2,2,2,6,3,2,3,5,No,Black or African American,"Some college, but no degree","$150,000 or more",80027,25-34 years old,Male,,Democrat,,4,1,1,1,1,1,1,1,1,337,B
838,R_3W0S8UTseceFvqx,"Angry Orchard,Scrumpys Cider,Smirnoff,High Noon,Topo Chico Seltzer","White Claw,Bacardi,Truly,Titos,Crown Royal","Budweiser,Coors Light,Odells,New Belgium,Corona","Burger King,Sonic Drive-In,Chick-fil-A,Mcdonald's,Domino's,KFC,Taco Bell,Papa John's,Popeyes,Subway,Jimmy John's,Firehouse Subs,Chipotle","Starbucks,Panera Bread,Waffle House,Illegal Pete's,Five Guys Burgers and Fries,Raising Cane's Chicken Fingers,Music City Hot Chicken,Denver Biscuit Co","Cracker Barrel,CAVA,Sweetgreen","Ben & Jerry's,Impossible Burger,Chocolove","General Mills,Kellogg,Kraft,Campbell,Tyson,Hershey,Nestle","Coca-Cola,Larabar,Pepsico,Pueblo Chiles",4,4,3,3,3,2,2,2,2,,2,2,2,2,2,5,5,4,2,3,4,3,3,3,2,3,5,1,1,5,4,5,3,2,3,3,4,4,4,2,3,4,,3,5,3,3,2,2,2,3,4,6,6,6,6,6,No,American Indian/Native American or Alaska Native,"Some college, but no degree","Less than $25,000",80010,45-54 years old,Male,,No preference,,3,3,4,4,1,3,1,1,3,838,NativeorOther
622,R_7AHEyt9JA4uaPks,"Budweiser,Titos","White Claw,Corona","Bacardi,Topo Chico Seltzer","Burger King,Mcdonald's","Starbucks,Chick-fil-A","Subway,Chipotle","Coca-Cola,Pepsico","Hershey,Chocolove","Nestle,Kellogg",2,2,,2,2,4,2,5,4,2,3,5,5,5,4,,5,,4,2,5,5,5,2,,4,5,2,4,5,3,2,2,3,4,2,2,2,2,5,5,3,2,2,4,4,4,5,5,,4,2,6,3,5,2,6,Yes,Prefer not to say,Associates or technical degree,"$50,000-$74,999",80220,18-24 years old,Male,,Independent,,3,3,4,4,3,4,3,1,1,622,H
335,R_6ssQaKWmXUhOYGl,"Titos,Smirnoff","Topo Chico Seltzer,White Claw,Truly","Budweiser,Corona,Angry Orchard,Coors Light","Chick-fil-A,Panera Bread,Chipotle","Five Guys Burgers and Fries,Mcdonald's","Waffle House,Cracker Barrel","Hershey,Chocolove,Ben & Jerry's","Coca-Cola,Pepsico","General Mills,Kellogg",1,,1,2,4,4,4,,2,4,1,5,4,4,4,2,4,2,4,4,4,2,4,4,4,4,,4,4,2,5,5,5,3,4,4,4,,4,2,4,,4,,2,,4,2,,,,,7,7,7,7,7,Yes,White or Caucasian,Bachelor’s degree,"$150,000 or more",80925,35-44 years old,Female,,Democrat,,2,2,2,1,1,3,5,1,1,335,H
374,R_6Eytjlsd9Fg8qhM,"Corona,Coors Light","Titos,Odells","Bacardi,Budweiser","Chick-fil-A,Chipotle","Firehouse Subs,Raising Cane's Chicken Fingers","Five Guys Burgers and Fries,Papa John's","Kraft,Tyson","Coca-Cola,General Mills","Kellogg,Hershey",,4,4,4,4,5,4,4,5,4,,5,,,,5,5,5,,5,5,3,,5,,5,,,5,4,5,5,,,5,5,5,3,,5,,3,,5,5,5,5,5,5,,5,5,7,7,7,7,7,No,Other,"Some college, but no degree","Less than $25,000",80233,35-44 years old,Female,,Independent,,1,2,2,2,2,5,5,1,1,374,NativeorOther
479,R_3fSIX1NLKi4T8js,"Smirnoff,Crown Royal,Bacardi","Coors Light,Budweiser,Truly,Titos","White Claw,Topo Chico Seltzer","Chick-fil-A,Popeyes,Starbucks","Jimmy John's,Domino's,Sonic Drive-In,Mcdonald's,Subway,Burger King,Music City Hot Chicken","Chipotle,Five Guys Burgers and Fries,Waffle House,Raising Cane's Chicken Fingers,KFC,Taco Bell","Ben & Jerry's,Kraft,Kellogg,Nestle","Hershey,Coca-Cola","Impossible Burger,Tyson",1,2,3,3,3,4,1,1,1,4,1,4,1,2,1,5,4,3,1,1,4,3,3,5,1,5,1,1,2,2,5,4,2,,2,3,3,1,2,2,4,1,1,3,5,2,3,5,2,1,1,3,6,5,6,6,6,No,Black or African American,High school diploma or GED,"Less than $25,000",80012,25-34 years old,Female,,Democrat,,4,3,4,3,4,4,4,1,2,479,B
385,R_1Ny0kdrk27VGova,"Bacardi,Smirnoff,Crown Royal,Angry Orchard,Scrumpys Cider","Coors Light,Odells,New Belgium,Budweiser,Corona","Topo Chico Seltzer,Truly,Titos,High Noon,White Claw","Five Guys Burgers and Fries,Burger King,Mcdonald's,Illegal Pete's,Sonic Drive-In","Music City Hot Chicken,Taco Bell,Raising Cane's Chicken Fingers,Popeyes","Jimmy John's,Subway,Panera Bread,Firehouse Subs","Larabar,Ben & Jerry's,Chocolove,Hershey","Pepsico,Coca-Cola","Campbell,General Mills,Nestle",4,3,3,2,3,3,3,3,3,3,3,3,3,3,5,4,3,3,3,4,4,3,3,3,3,3,4,3,3,1,4,1,4,1,3,3,3,3,4,3,4,1,5,3,3,3,4,1,3,4,1,3,4,6,6,5,5,Yes,White or Caucasian,"Some college, but no degree","$50,000-$74,999",80528,18-24 years old,Male,,Democrat,,5,3,3,3,4,3,3,1,4,385,H
494,R_1Qs8yAGtTLIIB70,"Bacardi,Angry Orchard","Corona,New Belgium","White Claw,Titos","Chipotle,CAVA","Domino's,Firehouse Subs","Popeyes,Papa John's","Campbell,General Mills","Pueblo Chiles,Hershey","Pepsico,Nestle",4,4,4,4,5,4,3,3,4,4,4,3,4,,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,5,4,4,4,3,4,4,4,3,4,3,4,2,4,4,4,4,3,3,4,4,4,4,5,5,5,5,5,Yes,Prefer not to say,Associates or technical degree,"$50,000-$74,999",80120,35-44 years old,Male,,Independent,,6,4,5,4,4,3,3,3,3,494,H
567,R_1X4lu99zFzV9QmF,"Smirnoff,Titos","Corona,Budweiser","Truly,White Claw","Jimmy John's,Firehouse Subs,Subway","Raising Cane's Chicken Fingers,Music City Hot Chicken,Popeyes,Chick-fil-A","Mcdonald's,Burger King,Sonic Drive-In","General Mills,Kellogg","Chocolove,Nestle,Hershey","Pepsico,Coca-Cola",1,2,3,,,5,1,1,1,5,1,5,1,1,1,2,5,3,1,5,5,1,5,5,1,5,1,5,1,,5,4,1,,5,5,2,1,5,1,,,,1,5,5,,5,5,1,5,,5,5,5,5,5,Yes,"White or Caucasian,Other",High school diploma or GED,"Less than $25,000",80918,35-44 years old,Female,,No preference,,1,1,1,1,5,5,5,1,1,567,H
2138,R_6symHQtlWyMCqTL,"Crown Royal,Smirnoff","Budweiser,Coors Light","Titos,Bacardi","Mcdonald's,CAVA","Firehouse Subs,Jimmy John's","Popeyes,KFC","Coca-Cola,Pepsico","General Mills,Kellogg","Nestle,Hershey",1,3,3,3,4,4,1,1,1,3,1,4,1,1,1,3,3,3,2,4,4,4,5,5,2,5,4,1,4,4,5,5,3,2,3,4,3,4,3,3,4,1,2,2,4,5,4,5,4,1,2,3,5,6,5,7,6,No,Black or African American,"Some college, but no degree","$25,000-$49,999",80215,45-54 years old,Female,,Democrat,,7,4,1,3,5,4,5,1,1,2138,B
579,R_3h0VY6j6n96gAPn,"Coors Light,Crown Royal","Smirnoff,Corona","White Claw,Titos","Burger King,Domino's","KFC,Mcdonald's","Taco Bell,Raising Cane's Chicken Fingers","Ben & Jerry's,Coca-Cola","Campbell,General Mills,Kraft","Tyson,Pueblo Chiles",3,3,5,5,5,5,1,1,1,5,1,1,1,1,1,4,5,5,5,5,3,1,,5,1,2,1,5,5,5,5,2,5,1,5,,3,,3,5,5,1,3,3,,5,5,1,5,1,5,1,4,7,4,4,5,Yes,Prefer not to say,Some high school or less,"Less than $25,000",80030,45-54 years old,Female,,No preference,,5,3,1,3,2,5,5,2,1,579,H
342,R_3SibcBeeYPr1Cq3,"New Belgium,Coors Light,Odells,Corona,High Noon,Budweiser","Scrumpys Cider,Angry Orchard","Topo Chico Seltzer,White Claw,Truly","Mcdonald's,Burger King,Sonic Drive-In","Music City Hot Chicken,Raising Cane's Chicken Fingers,Chick-fil-A,Popeyes","Papa John's,Domino's","Kellogg,General Mills,Nestle","Pepsico,Coca-Cola","Hershey,Chocolove,Ben & Jerry's",3,2,1,3,3,2,2,3,3,3,4,3,2,3,3,1,3,3,3,4,4,1,4,4,3,3,3,2,2,3,4,2,2,3,4,2,4,2,1,2,3,1,2,2,2,2,3,4,4,1,3,2,7,7,7,4,4,No,"White or Caucasian,Asian",Bachelor’s degree,"$100,000-$149,999",80525,25-34 years old,Female,,Independent,,5,3,2,1,3,3,4,1,1,342,W
385,R_1pU0avMq0f37Wal,"Angry Orchard,White Claw,Smirnoff,Truly,Scrumpys Cider,Topo Chico Seltzer","Titos,Crown Royal,Bacardi","Odells,High Noon,New Belgium,Coors Light,Corona,Budweiser","Starbucks,Raising Cane's Chicken Fingers,Sonic Drive-In,Burger King,Taco Bell,Papa John's,Domino's,Mcdonald's,KFC,Chick-fil-A,Popeyes","Subway,Jimmy John's,Firehouse Subs,Chipotle,Panera Bread,Illegal Pete's,Five Guys Burgers and Fries","Waffle House,Music City Hot Chicken,Sweetgreen,CAVA,Denver Biscuit Co,Cracker Barrel","Ben & Jerry's,Hershey,Chocolove,Larabar,Nestle","Campbell,Pepsico,Kellogg,Coca-Cola,General Mills","Kraft,Impossible Burger,Pueblo Chiles,Tyson",4,3,3,4,4,3,3,3,3,4,3,3,5,3,,5,1,3,3,2,3,,3,,3,1,2,,1,1,2,2,3,3,2,4,3,3,2,3,1,3,3,2,3,4,3,1,3,3,2,4,7,7,4,7,7,Yes,Other,"Some college, but no degree","$25,000-$49,999",80219,25-34 years old,Female,,Independent,,1,2,2,3,4,5,5,1,1,385,H
2675,R_3jlMr6Mxi5MwBzj,"Truly,Topo Chico Seltzer,Scrumpys Cider,High Noon,Angry Orchard,White Claw","Crown Royal,Smirnoff,Titos,Bacardi","Coors Light,Odells,Budweiser,New Belgium,Corona","Popeyes,Raising Cane's Chicken Fingers,Burger King,Mcdonald's,Sonic Drive-In,Music City Hot Chicken,Five Guys Burgers and Fries,KFC,Chick-fil-A","Sweetgreen,Panera Bread,Cracker Barrel,Illegal Pete's,Waffle House,Denver Biscuit Co","Domino's,CAVA,Taco Bell,Subway,Starbucks,Firehouse Subs,Jimmy John's,Chipotle,Papa John's","Kellogg,General Mills","Impossible Burger,Campbell,Ben & Jerry's,Pueblo Chiles,Tyson","Chocolove,Kraft,Hershey,Larabar,Pepsico,Coca-Cola,Nestle",5,1,2,2,3,1,1,1,1,1,5,1,1,1,1,3,4,3,1,5,4,1,5,3,1,4,4,1,3,4,5,5,3,5,3,4,4,3,5,5,4,1,5,1,5,3,4,5,3,1,3,5,4,5,6,6,6,Yes,"Black or African American,American Indian/Native American or Alaska Native,Asian,Native Hawaiian or Other Pacific Islander",High school diploma or GED,"Less than $25,000",80214,35-44 years old,Male,,Other,Libertarian ,2,3,3,3,3,5,5,1,1,2675,H
